"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"4674","Las Vegas","Single Family Residential",190000,4,2.5,1593,3920,1994,119,"Nevada",12876,122,780,4885,7089
"4675","Las Vegas","Single Family Residential",430000,4,3,3242,7104,2016,133,"Nevada",12876,122,780,4885,7089
"4676","Las Vegas","Mobile/Manufactured Home",102800,2,2,1368,9583,1973,75,"Nevada",12876,122,780,4885,7089
"4677","Las Vegas","Townhouse",86500,2,2,978,1307,1992,88,"Nevada",12876,122,780,4885,7089
"4678","Las Vegas","Townhouse",62800,2,1.75,1080,436,1986,58,"Nevada",12876,122,780,4885,7089
"4679","Las Vegas","Single Family Residential",707622,3,3.5,3267,21780,2016,217,"Nevada",12876,122,780,4885,7089
"4680","Las Vegas","Single Family Residential",258000,3,2.5,1643,4792,2000,157,"Nevada",12876,122,780,4885,7089
"4681","Las Vegas","Single Family Residential",212000,3,2,1260,4792,1995,168,"Nevada",12876,122,780,4885,7089
"4682","Las Vegas","Townhouse",152000,3,2.5,1320,871,1996,115,"Nevada",12876,122,780,4885,7089
"4683","Las Vegas","Single Family Residential",218000,3,2,1608,4356,1998,136,"Nevada",12876,122,780,4885,7089
"4684","Las Vegas","Single Family Residential",245000,3,2,1764,6534,1987,139,"Nevada",12876,122,780,4885,7089
"4685","Las Vegas","Single Family Residential",278000,4,2.5,2212,3920,2001,126,"Nevada",12876,122,780,4885,7089
"4686","Las Vegas","Single Family Residential",362630,4,2.5,2433,5663,2017,149,"Nevada",12876,122,780,4885,7089
"4687","Las Vegas","Single Family Residential",397000,4,2.5,2393,6534,1994,166,"Nevada",12876,122,780,4885,7089
"4688","Las Vegas","Single Family Residential",225000,3,2.5,1955,4792,1995,115,"Nevada",12876,122,780,4885,7089
"4689","Las Vegas","Single Family Residential",235000,3,2,1593,4356,2002,148,"Nevada",12876,122,780,4885,7089
"4690","Las Vegas","Single Family Residential",360000,4,3,2427,12197,2002,148,"Nevada",12876,122,780,4885,7089
"4691","Las Vegas","Single Family Residential",196000,3,2.5,1605,2178,2004,122,"Nevada",12876,122,780,4885,7089
"4692","Las Vegas","Condo/Co-op",81750,2,2,882,3782,1993,93,"Nevada",12876,122,780,4885,7089
"4693","Las Vegas","Single Family Residential",404000,5,2.5,2782,5663,1993,145,"Nevada",12876,122,780,4885,7089
"4694","Las Vegas","Single Family Residential",335000,3,2.5,1793,4356,1989,187,"Nevada",12876,122,780,4885,7089
"4695","Las Vegas","Single Family Residential",183000,3,2,1291,4356,1998,142,"Nevada",12876,122,780,4885,7089
"4696","Las Vegas","Single Family Residential",490000,7,4.5,4658,11761,1994,105,"Nevada",12876,122,780,4885,7089
"4697","Las Vegas","Single Family Residential",323000,4,2.5,2350,6970,1997,137,"Nevada",12876,122,780,4885,7089
"4698","Las Vegas","Single Family Residential",575000,4,3.5,3930,91912,1993,146,"Nevada",12876,122,780,4885,7089
"4699","Las Vegas","Single Family Residential",382500,3,3.25,2412,5227,1994,159,"Nevada",12876,122,780,4885,7089
"4700","Las Vegas","Single Family Residential",255000,4,2.5,1830,5227,1994,139,"Nevada",12876,122,780,4885,7089
"4701","Las Vegas","Condo/Co-op",108000,1,1.5,752,752,1994,144,"Nevada",12876,122,780,4885,7089
"4702","Las Vegas","Single Family Residential",1100000,4,5,4984,26136,2016,221,"Nevada",12876,122,780,4885,7089
"4703","Las Vegas","Single Family Residential",138400,3,2,1073,7405,1963,129,"Nevada",12876,122,780,4885,7089
"4704","Las Vegas","Single Family Residential",312000,4,2.75,2067,3049,2016,151,"Nevada",12876,122,780,4885,7089
"4705","Las Vegas","Single Family Residential",510000,5,3,4448,20909,2007,115,"Nevada",12876,122,780,4885,7089
"4706","Las Vegas","Single Family Residential",135000,3,1,1299,6098,1962,104,"Nevada",12876,122,780,4885,7089
"4708","Las Vegas","Single Family Residential",314805,3,2,1581,4000,2017,199,"Nevada",12876,122,780,4885,7089
"4709","Las Vegas","Single Family Residential",342500,4,2.5,2172,8276,1983,158,"Nevada",12876,122,780,4885,7089
"4715","Las Vegas","Single Family Residential",237000,4,2.5,1801,3485,2006,132,"Nevada",12876,122,780,4885,7089
"4716","Las Vegas","Single Family Residential",240000,4,2.5,1601,2614,2007,150,"Nevada",12876,122,780,4885,7089
"4717","Las Vegas","Single Family Residential",241500,4,3,2279,9148,1978,106,"Nevada",12876,122,780,4885,7089
"4718","Las Vegas","Single Family Residential",310000,5,3.5,3749,6970,2005,83,"Nevada",12876,122,780,4885,7089
"4719","Las Vegas","Single Family Residential",245000,3,1.75,1718,5227,2009,143,"Nevada",12876,122,780,4885,7089
"4720","Las Vegas","Single Family Residential",199900,3,2.5,1408,2614,2010,142,"Nevada",12876,122,780,4885,7089
"4722","Las Vegas","Single Family Residential",349000,4,2,2364,11761,1987,148,"Nevada",12876,122,780,4885,7089
"4723","Las Vegas","Townhouse",155000,2,2,1220,4556,1992,127,"Nevada",12876,122,780,4885,7089
"4725","Las Vegas","Townhouse",155000,4,2,1619,3485,1976,96,"Nevada",12876,122,780,4885,7089
"4726","Las Vegas","Single Family Residential",200000,3,2,1568,6534,1971,128,"Nevada",12876,122,780,4885,7089
"4727","Las Vegas","Single Family Residential",290000,3,2.5,2297,3485,2005,126,"Nevada",12876,122,780,4885,7089
"4728","Las Vegas","Single Family Residential",272500,4,2,1836,10454,1978,148,"Nevada",12876,122,780,4885,7089
"4729","Las Vegas","Single Family Residential",211500,3,2.5,1448,2178,2010,146,"Nevada",12876,122,780,4885,7089
"4730","Las Vegas","Single Family Residential",270000,4,2.5,1520,7405,1948,178,"Nevada",12876,122,780,4885,7089
"4731","Las Vegas","Single Family Residential",245000,2,2,1724,7405,1948,142,"Nevada",12876,122,780,4885,7089
"4732","Las Vegas","Single Family Residential",265000,3,2,1902,10890,1979,139,"Nevada",12876,122,780,4885,7089
"4733","Las Vegas","Single Family Residential",162000,3,2,1247,10454,1976,130,"Nevada",12876,122,780,4885,7089
"4735","Las Vegas","Single Family Residential",219999,4,2,1582,6098,1965,139,"Nevada",12876,122,780,4885,7089
"4736","Las Vegas","Townhouse",106500,3,2.5,1493,1307,1974,71,"Nevada",12876,122,780,4885,7089
"4738","Las Vegas","Single Family Residential",259000,3,2.5,1951,22651,2001,133,"Nevada",12876,122,780,4885,7089
"4739","Las Vegas","Single Family Residential",176000,3,1.75,1575,7405,1979,112,"Nevada",12876,122,780,4885,7089
"4740","Las Vegas","Townhouse",259000,3,2,1652,4356,2000,157,"Nevada",12876,122,780,4885,7089
"4744","Las Vegas","Single Family Residential",272000,3,2.5,1692,4792,2004,161,"Nevada",12876,122,780,4885,7089
"4745","Las Vegas","Single Family Residential",242000,3,2.5,1985,3485,2006,122,"Nevada",12876,122,780,4885,7089
"4746","Las Vegas","Single Family Residential",288000,3,2.5,2460,5227,2003,117,"Nevada",12876,122,780,4885,7089
"4747","Las Vegas","Single Family Residential",170000,2,0.75,929,6534,1951,183,"Nevada",12876,122,780,4885,7089
"4748","Las Vegas","Single Family Residential",267500,3,2.5,1870,5227,2000,143,"Nevada",12876,122,780,4885,7089
"4750","Las Vegas","Single Family Residential",255000,3,2.5,1733,3049,2004,147,"Nevada",12876,122,780,4885,7089
"4754","Las Vegas","Single Family Residential",326000,3,3.5,2447,3485,2007,133,"Nevada",12876,122,780,4885,7089
"4755","Las Vegas","Single Family Residential",230000,3,1.75,1244,6098,1993,185,"Nevada",12876,122,780,4885,7089
"4756","Las Vegas","Single Family Residential",165000,3,1.75,1737,7405,1960,95,"Nevada",12876,122,780,4885,7089
"4757","Las Vegas","Single Family Residential",149000,3,2,1387,4356,1999,107,"Nevada",12876,122,780,4885,7089
"4759","Las Vegas","Single Family Residential",100000,3,1,912,6534,1957,110,"Nevada",12876,122,780,4885,7089
"4760","Las Vegas","Single Family Residential",170000,3,2,1519,5227,1997,112,"Nevada",12876,122,780,4885,7089
"4761","Las Vegas","Townhouse",235000,3,2,1605,3049,1998,146,"Nevada",12876,122,780,4885,7089
"4762","Las Vegas","Single Family Residential",105000,2,2,1536,6534,1979,68,"Nevada",12876,122,780,4885,7089
"4763","Las Vegas","Single Family Residential",176550,4,2.5,1784,5227,1999,99,"Nevada",12876,122,780,4885,7089
"4764","Las Vegas","Single Family Residential",299900,5,2.5,3062,7405,2003,98,"Nevada",12876,122,780,4885,7089
"4766","Las Vegas","Mobile/Manufactured Home",134000,3,2,1552,7405,1982,86,"Nevada",12876,122,780,4885,7089
"4767","Las Vegas","Single Family Residential",185000,3,2,1308,6970,1963,141,"Nevada",12876,122,780,4885,7089
"4768","Las Vegas","Single Family Residential",389990,4,2.5,3134,7841,2005,124,"Nevada",12876,122,780,4885,7089
"4769","Las Vegas","Single Family Residential",320000,3,3,2414,6534,1979,133,"Nevada",12876,122,780,4885,7089
"4770","Las Vegas","Single Family Residential",350000,4,2.5,3050,9583,2005,115,"Nevada",12876,122,780,4885,7089
"4772","Las Vegas","Single Family Residential",296900,2,2,1533,7841,1994,194,"Nevada",12876,122,780,4885,7089
"4775","Las Vegas","Townhouse",140000,3,2.5,1365,1307,1974,103,"Nevada",12876,122,780,4885,7089
"4776","Las Vegas","Single Family Residential",284833,3,2.5,2123,5227,1988,134,"Nevada",12876,122,780,4885,7089
"4777","Las Vegas","Single Family Residential",277500,3,2.5,1804,7841,1988,154,"Nevada",12876,122,780,4885,7089
"4778","Las Vegas","Single Family Residential",345000,4,2.75,3661,6098,1991,94,"Nevada",12876,122,780,4885,7089
"4779","Las Vegas","Single Family Residential",325000,5,2.75,3386,6970,1994,96,"Nevada",12876,122,780,4885,7089
"4780","Las Vegas","Single Family Residential",385000,5,3,3215,6534,1997,120,"Nevada",12876,122,780,4885,7089
"4781","Las Vegas","Single Family Residential",222000,3,1.75,1421,6534,1961,156,"Nevada",12876,122,780,4885,7089
"4782","Las Vegas","Single Family Residential",299888,3,2,1942,7405,1996,154,"Nevada",12876,122,780,4885,7089
"4783","Las Vegas","Single Family Residential",405000,3,3,2894,9583,2001,140,"Nevada",12876,122,780,4885,7089
"4784","Las Vegas","Single Family Residential",289000,4,2.5,2297,4792,2005,126,"Nevada",12876,122,780,4885,7089
"4785","Las Vegas","Single Family Residential",240000,4,2.5,2238,7405,1991,107,"Nevada",12876,122,780,4885,7089
"4786","Las Vegas","Single Family Residential",212000,3,2.5,1561,1742,2005,136,"Nevada",12876,122,780,4885,7089
"4787","Las Vegas","Single Family Residential",250000,5,3,1924,8712,1976,130,"Nevada",12876,122,780,4885,7089
"4788","Las Vegas","Single Family Residential",375000,3,2,1888,7841,1997,199,"Nevada",12876,122,780,4885,7089
"4790","Las Vegas","Single Family Residential",230000,4,2.5,1861,6098,1986,124,"Nevada",12876,122,780,4885,7089
"4791","Las Vegas","Single Family Residential",230000,3,2.5,1421,1742,2004,162,"Nevada",12876,122,780,4885,7089
"4793","Las Vegas","Single Family Residential",240000,4,2.5,1886,3920,2003,127,"Nevada",12876,122,780,4885,7089
"4794","Las Vegas","Single Family Residential",302000,3,3,2355,4792,2002,128,"Nevada",12876,122,780,4885,7089
"4795","Las Vegas","Single Family Residential",292000,4,3,1947,5227,1998,150,"Nevada",12876,122,780,4885,7089
"4796","Las Vegas","Single Family Residential",285000,3,2.5,2198,4356,1992,130,"Nevada",12876,122,780,4885,7089
"4797","Las Vegas","Single Family Residential",249500,4,2.75,1855,4792,2004,135,"Nevada",12876,122,780,4885,7089
"4798","Las Vegas","Single Family Residential",260000,3,2.5,1652,6098,2009,157,"Nevada",12876,122,780,4885,7089
"4799","Las Vegas","Townhouse",200000,2,2,1021,2614,1993,196,"Nevada",12876,122,780,4885,7089
"4800","Las Vegas","Single Family Residential",215000,3,2.5,1659,4792,1996,130,"Nevada",12876,122,780,4885,7089
"4801","Las Vegas","Single Family Residential",245000,5,2.5,2092,4792,1996,117,"Nevada",12876,122,780,4885,7089
"4802","Las Vegas","Single Family Residential",352500,3,2.5,2450,9583,1990,144,"Nevada",12876,122,780,4885,7089
"4805","Las Vegas","Single Family Residential",194000,3,2,1281,4792,2002,151,"Nevada",12876,122,780,4885,7089
"4806","Las Vegas","Townhouse",245000,2,2,1612,3920,2000,152,"Nevada",12876,122,780,4885,7089
"4807","Las Vegas","Single Family Residential",245500,5,3,2122,3485,2005,116,"Nevada",12876,122,780,4885,7089
"4808","Las Vegas","Single Family Residential",241000,4,2.5,1747,4356,1984,138,"Nevada",12876,122,780,4885,7089
"4810","Las Vegas","Single Family Residential",460000,3,2.5,2644,5227,2018,174,"Nevada",12876,122,780,4885,7089
"4811","Las Vegas","Single Family Residential",277000,2,1.75,1327,5227,1999,209,"Nevada",12876,122,780,4885,7089
"4812","Las Vegas","Single Family Residential",214900,3,2,1350,4356,1995,159,"Nevada",12876,122,780,4885,7089
"4814","Las Vegas","Single Family Residential",310000,3,2,1887,3049,2006,164,"Nevada",12876,122,780,4885,7089
"4815","Las Vegas","Single Family Residential",315965,4,2,1487,4016,2018,212,"Nevada",12876,122,780,4885,7089
"4816","Las Vegas","Single Family Residential",239000,3,2.5,1610,3485,2006,148,"Nevada",12876,122,780,4885,7089
"4817","Las Vegas","Townhouse",88000,4,1.5,1386,1742,1972,63,"Nevada",12876,122,780,4885,7089
"4818","Las Vegas","Single Family Residential",309000,3,2.25,2273,10019,1976,136,"Nevada",12876,122,780,4885,7089
"4819","Las Vegas","Single Family Residential",400000,5,3,3184,7841,2000,126,"Nevada",12876,122,780,4885,7089
"4821","Las Vegas","Single Family Residential",255000,4,2.5,1842,4356,1998,138,"Nevada",12876,122,780,4885,7089
"4822","Las Vegas","Single Family Residential",385000,4,2.5,2347,8276,1992,164,"Nevada",12876,122,780,4885,7089
"4823","Las Vegas","Townhouse",167000,2,1.75,1735,2614,1975,96,"Nevada",12876,122,780,4885,7089
"4824","Las Vegas","Single Family Residential",278000,4,3.5,2268,3049,2006,123,"Nevada",12876,122,780,4885,7089
"4825","Las Vegas","Single Family Residential",437500,4,2.75,3520,18731,1987,124,"Nevada",12876,122,780,4885,7089
"4826","Las Vegas","Single Family Residential",249900,4,2.5,1784,3920,1999,140,"Nevada",12876,122,780,4885,7089
"4827","Las Vegas","Single Family Residential",490000,5,4,3692,25265,2005,133,"Nevada",12876,122,780,4885,7089
"4828","Las Vegas","Single Family Residential",84310,3,2.5,2031,3920,2007,42,"Nevada",12876,122,780,4885,7089
"4829","Las Vegas","Single Family Residential",360000,3,2.5,1865,5227,2007,193,"Nevada",12876,122,780,4885,7089
"4830","Las Vegas","Single Family Residential",519000,4,3.25,3423,11761,2001,152,"Nevada",12876,122,780,4885,7089
"4831","Las Vegas","Single Family Residential",300000,3,2,1638,56628,1970,183,"Nevada",12876,122,780,4885,7089
"4832","Las Vegas","Single Family Residential",341000,5,3,3368,8276,2004,101,"Nevada",12876,122,780,4885,7089
"4833","Las Vegas","Single Family Residential",333000,5,3,2725,7405,1998,122,"Nevada",12876,122,780,4885,7089
"4835","Las Vegas","Single Family Residential",415000,5,3,3956,6970,2005,105,"Nevada",12876,122,780,4885,7089
"4836","Las Vegas","Single Family Residential",261500,4,2.75,2089,3049,2005,125,"Nevada",12876,122,780,4885,7089
"4837","Las Vegas","Single Family Residential",430000,4,2.25,3208,33106,1977,134,"Nevada",12876,122,780,4885,7089
"4838","Las Vegas","Single Family Residential",560000,5,3.5,3997,20038,2004,140,"Nevada",12876,122,780,4885,7089
"4839","Las Vegas","Single Family Residential",234900,4,2.5,2283,2614,2005,103,"Nevada",12876,122,780,4885,7089
"4841","Las Vegas","Single Family Residential",370000,3,2,1884,5663,2004,196,"Nevada",12876,122,780,4885,7089
"4843","Las Vegas","Single Family Residential",220300,3,2.5,1805,3920,2004,122,"Nevada",12876,122,780,4885,7089
"4845","Las Vegas","Single Family Residential",265000,3,2.5,1598,3920,1990,166,"Nevada",12876,122,780,4885,7089
"4848","Las Vegas","Single Family Residential",195000,3,2,1437,7841,1996,136,"Nevada",12876,122,780,4885,7089
"4849","Las Vegas","Single Family Residential",231250,4,2.5,1595,2614,2006,145,"Nevada",12876,122,780,4885,7089
"4850","Las Vegas","Single Family Residential",259000,4,2.5,1886,2614,2006,137,"Nevada",12876,122,780,4885,7089
"4852","Las Vegas","Single Family Residential",285000,4,2.5,2791,7405,2004,102,"Nevada",12876,122,780,4885,7089
"4853","Las Vegas","Single Family Residential",285000,4,2.5,2791,5227,2004,102,"Nevada",12876,122,780,4885,7089
"4854","Las Vegas","Single Family Residential",270000,4,1.75,1679,6970,1960,161,"Nevada",12876,122,780,4885,7089
"4855","Las Vegas","Single Family Residential",152500,3,2.5,1373,3485,1998,111,"Nevada",12876,122,780,4885,7089
"4856","Las Vegas","Single Family Residential",1800000,4,4.5,2371,381585,1987,759,"Nevada",12876,122,780,4885,7089
"4857","Las Vegas","Single Family Residential",155000,3,1.75,1452,6098,1980,107,"Nevada",12876,122,780,4885,7089
"4858","Las Vegas","Single Family Residential",151000,4,3,1595,3485,1997,95,"Nevada",12876,122,780,4885,7089
"4859","Las Vegas","Single Family Residential",100000,4,1.75,1196,6534,1980,84,"Nevada",12876,122,780,4885,7089
"4860","Las Vegas","Single Family Residential",130000,2,2,1596,9148,1982,81,"Nevada",12876,122,780,4885,7089
"4861","Las Vegas","Single Family Residential",230000,3,2.5,1507,2614,2001,153,"Nevada",12876,122,780,4885,7089
"4862","Las Vegas","Townhouse",230000,3,2.5,1613,1742,2005,143,"Nevada",12876,122,780,4885,7089
"4863","Las Vegas","Single Family Residential",190000,3,2,1421,6534,1996,134,"Nevada",12876,122,780,4885,7089
"4864","Las Vegas","Single Family Residential",375625,3,3.5,2559,21344,1985,147,"Nevada",12876,122,780,4885,7089
"4865","Las Vegas","Single Family Residential",275000,5,2.5,2294,7841,1979,120,"Nevada",12876,122,780,4885,7089
"4866","Las Vegas","Single Family Residential",656540,2,2,1682,6140,2017,390,"Nevada",12876,122,780,4885,7089
"4867","Las Vegas","Single Family Residential",190000,3,2,1404,6970,2001,135,"Nevada",12876,122,780,4885,7089
"4868","Las Vegas","Single Family Residential",204888,3,2.5,1230,1742,2002,167,"Nevada",12876,122,780,4885,7089
"4869","Las Vegas","Single Family Residential",260000,3,2.5,2145,3485,2013,121,"Nevada",12876,122,780,4885,7089
"4870","Las Vegas","Single Family Residential",225000,3,2,1350,19602,1974,167,"Nevada",12876,122,780,4885,7089
"4871","Las Vegas","Single Family Residential",226000,3,2.5,1503,4356,2003,150,"Nevada",12876,122,780,4885,7089
"4873","Las Vegas","Single Family Residential",210000,2,2.5,1264,4356,2000,166,"Nevada",12876,122,780,4885,7089
"4874","Las Vegas","Single Family Residential",165000,3,1.75,1208,6098,1980,137,"Nevada",12876,122,780,4885,7089
"4875","Las Vegas","Single Family Residential",137000,3,2,1208,6098,1979,113,"Nevada",12876,122,780,4885,7089
"4877","Las Vegas","Townhouse",153000,2,1,854,4792,1978,179,"Nevada",12876,122,780,4885,7089
"4878","Las Vegas","Single Family Residential",118000,4,1.75,1102,8276,1979,107,"Nevada",12876,122,780,4885,7089
"4879","Las Vegas","Single Family Residential",364000,3,2,1867,4792,2015,195,"Nevada",12876,122,780,4885,7089
