"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"7401","Phoenix","Single Family Residential",328000,3,2,2285,8680,1982,144,"Arizona",8749,114,1006,2952,4677
"7402","Phoenix","Single Family Residential",215000,3,2,1258,5750,1999,171,"Arizona",8749,114,1006,2952,4677
"7403","Phoenix","Single Family Residential",345000,3,2.5,1910,8780,2016,181,"Arizona",8749,114,1006,2952,4677
"7404","Phoenix","Single Family Residential",250000,3,2,1667,6728,1972,150,"Arizona",8749,114,1006,2952,4677
"7406","Phoenix","Single Family Residential",254000,3,2,1525,6019,1976,167,"Arizona",8749,114,1006,2952,4677
"7407","Phoenix","Single Family Residential",424000,4,2,2268,104561,2006,187,"Arizona",8749,114,1006,2952,4677
"7408","Phoenix","Single Family Residential",537000,4,3,2109,8925,1957,255,"Arizona",8749,114,1006,2952,4677
"7410","Phoenix","Single Family Residential",165000,2,1,878,7671,1947,188,"Arizona",8749,114,1006,2952,4677
"7412","Phoenix","Single Family Residential",297500,3,2.5,1678,3750,1999,177,"Arizona",8749,114,1006,2952,4677
"7414","Phoenix","Townhouse",236500,3,3.5,1596,2515,2004,148,"Arizona",8749,114,1006,2952,4677
"7415","Phoenix","Single Family Residential",351000,3,2,2039,6979,1990,172,"Arizona",8749,114,1006,2952,4677
"7416","Phoenix","Single Family Residential",165000,3,2,1048,6202,1976,157,"Arizona",8749,114,1006,2952,4677
"7417","Phoenix","Townhouse",155500,3,2,1056,4139,1982,147,"Arizona",8749,114,1006,2952,4677
"7418","Phoenix","Single Family Residential",1275000,3,2.5,3358,22492,1963,380,"Arizona",8749,114,1006,2952,4677
"7419","Phoenix","Single Family Residential",204000,3,1.75,1685,7015,2004,121,"Arizona",8749,114,1006,2952,4677
"7421","Phoenix","Single Family Residential",220000,4,3.5,1765,10328,1949,125,"Arizona",8749,114,1006,2952,4677
"7422","Phoenix","Single Family Residential",171000,4,1.75,1897,7166,1958,90,"Arizona",8749,114,1006,2952,4677
"7423","Phoenix","Single Family Residential",294000,3,3,2212,5084,2006,133,"Arizona",8749,114,1006,2952,4677
"7424","Phoenix","Townhouse",339500,2,2.25,1553,1500,2016,219,"Arizona",8749,114,1006,2952,4677
"7425","Phoenix","Single Family Residential",313000,4,2,2200,8590,1999,142,"Arizona",8749,114,1006,2952,4677
"7426","Phoenix","Single Family Residential",140000,3,2,1213,5915,1957,115,"Arizona",8749,114,1006,2952,4677
"7427","Phoenix","Single Family Residential",275000,3,2,1615,6578,1956,170,"Arizona",8749,114,1006,2952,4677
"7428","Phoenix","Single Family Residential",258000,4,2.5,2168,6553,2005,119,"Arizona",8749,114,1006,2952,4677
"7429","Phoenix","Single Family Residential",243000,4,2,1808,9240,1973,134,"Arizona",8749,114,1006,2952,4677
"7430","Phoenix","Condo/Co-op",374188,2,2,1336,190,2017,280,"Arizona",8749,114,1006,2952,4677
"7432","Phoenix","Single Family Residential",385000,3,2.5,2777,12148,1966,139,"Arizona",8749,114,1006,2952,4677
"7433","Phoenix","Townhouse",210000,3,2,1729,2351,1983,121,"Arizona",8749,114,1006,2952,4677
"7437","Phoenix","Single Family Residential",229000,3,2,1832,8943,1951,125,"Arizona",8749,114,1006,2952,4677
"7438","Phoenix","Single Family Residential",285000,3,2,1916,8176,1949,149,"Arizona",8749,114,1006,2952,4677
"7439","Phoenix","Single Family Residential",246000,4,2,1917,8770,1962,128,"Arizona",8749,114,1006,2952,4677
"7440","Phoenix","Single Family Residential",375000,4,2,1978,55313,1999,190,"Arizona",8749,114,1006,2952,4677
"7441","Phoenix","Single Family Residential",148900,3,1.75,1420,8120,1946,105,"Arizona",8749,114,1006,2952,4677
"7442","Phoenix","Single Family Residential",417000,4,1.75,2257,10149,1965,185,"Arizona",8749,114,1006,2952,4677
"7443","Phoenix","Single Family Residential",269000,3,2,1573,4500,2017,171,"Arizona",8749,114,1006,2952,4677
"7444","Phoenix","Single Family Residential",205000,4,2,1488,6546,1935,138,"Arizona",8749,114,1006,2952,4677
"7445","Phoenix","Single Family Residential",155000,3,2,1233,7593,1949,126,"Arizona",8749,114,1006,2952,4677
"7446","Phoenix","Condo/Co-op",170000,2,2,1194,823,2006,142,"Arizona",8749,114,1006,2952,4677
"7447","Phoenix","Townhouse",259000,3,2,1602,5452,1981,162,"Arizona",8749,114,1006,2952,4677
"7452","Phoenix","Single Family Residential",305000,3,2,1760,8439,2002,173,"Arizona",8749,114,1006,2952,4677
"7453","Phoenix","Single Family Residential",345000,3,2,1877,10396,1976,184,"Arizona",8749,114,1006,2952,4677
"7454","Phoenix","Single Family Residential",139000,3,1,1033,7302,1955,135,"Arizona",8749,114,1006,2952,4677
"7455","Phoenix","Condo/Co-op",175000,2,2,1068,1066,1984,164,"Arizona",8749,114,1006,2952,4677
"7456","Phoenix","Single Family Residential",265000,3,2,1599,7181,2014,166,"Arizona",8749,114,1006,2952,4677
"7459","Phoenix","Single Family Residential",290000,3,2,1551,8259,1947,187,"Arizona",8749,114,1006,2952,4677
"7460","Phoenix","Single Family Residential",195000,3,1.75,2102,9914,1980,93,"Arizona",8749,114,1006,2952,4677
"7461","Phoenix","Single Family Residential",168000,4,2,1500,6007,1955,112,"Arizona",8749,114,1006,2952,4677
"7462","Phoenix","Single Family Residential",292000,4,2,2028,9983,1971,144,"Arizona",8749,114,1006,2952,4677
"7463","Phoenix","Single Family Residential",145000,3,2,1200,6560,1971,121,"Arizona",8749,114,1006,2952,4677
"7464","Phoenix","Townhouse",360000,3,1.75,1873,4434,1966,192,"Arizona",8749,114,1006,2952,4677
"7465","Phoenix","Single Family Residential",275000,5,3,2610,10126,1972,105,"Arizona",8749,114,1006,2952,4677
"7466","Phoenix","Single Family Residential",266900,3,2,1691,5615,1998,158,"Arizona",8749,114,1006,2952,4677
"7468","Phoenix","Single Family Residential",269950,4,2,2100,12085,2017,129,"Arizona",8749,114,1006,2952,4677
"7470","Phoenix","Condo/Co-op",174950,2,2,1046,1063,1984,167,"Arizona",8749,114,1006,2952,4677
"7472","Phoenix","Condo/Co-op",160000,2,1.75,1082,1131,1995,148,"Arizona",8749,114,1006,2952,4677
"7474","Phoenix","Condo/Co-op",108000,1,1,713,723,1984,151,"Arizona",8749,114,1006,2952,4677
"7477","Phoenix","Single Family Residential",239000,3,1.75,1956,10598,1967,122,"Arizona",8749,114,1006,2952,4677
"7478","Phoenix","Single Family Residential",690000,5,3,2748,14562,1965,251,"Arizona",8749,114,1006,2952,4677
"7479","Phoenix","Single Family Residential",241000,3,1.75,1377,7053,1962,175,"Arizona",8749,114,1006,2952,4677
"7480","Phoenix","Single Family Residential",275000,3,1.75,1347,13556,1940,204,"Arizona",8749,114,1006,2952,4677
"7481","Phoenix","Single Family Residential",1100500,4,3,2568,10637,1956,429,"Arizona",8749,114,1006,2952,4677
"7483","Phoenix","Single Family Residential",212000,2,1,686,6528,1936,309,"Arizona",8749,114,1006,2952,4677
"7484","Phoenix","Condo/Co-op",140000,2,2,1013,1061,1992,138,"Arizona",8749,114,1006,2952,4677
"7485","Phoenix","Single Family Residential",252500,4,2,1777,8059,1970,142,"Arizona",8749,114,1006,2952,4677
"7486","Phoenix","Single Family Residential",293500,3,2,1378,5942,1955,213,"Arizona",8749,114,1006,2952,4677
"7487","Phoenix","Single Family Residential",159000,3,2,1524,6739,1957,104,"Arizona",8749,114,1006,2952,4677
"7488","Phoenix","Condo/Co-op",410000,2,2,1884,1910,2007,218,"Arizona",8749,114,1006,2952,4677
"7490","Phoenix","Single Family Residential",366000,3,2,1551,11056,1953,236,"Arizona",8749,114,1006,2952,4677
"7491","Phoenix","Single Family Residential",380000,3,2,1596,6647,1940,238,"Arizona",8749,114,1006,2952,4677
"7492","Phoenix","Single Family Residential",375000,4,3,2409,10000,2004,156,"Arizona",8749,114,1006,2952,4677
"7493","Phoenix","Single Family Residential",275000,4,2.5,3079,9145,2002,89,"Arizona",8749,114,1006,2952,4677
"7494","Phoenix","Condo/Co-op",125000,2,1.5,929,80,1990,135,"Arizona",8749,114,1006,2952,4677
"7495","Phoenix","Condo/Co-op",109900,2,1.5,880,901,1975,125,"Arizona",8749,114,1006,2952,4677
"7496","Phoenix","Single Family Residential",280000,3,1.75,1363,7562,1962,205,"Arizona",8749,114,1006,2952,4677
"7497","Phoenix","Condo/Co-op",72500,3,2.5,1408,649,1970,51,"Arizona",8749,114,1006,2952,4677
"7498","Phoenix","Single Family Residential",359000,4,3,2803,6435,2003,128,"Arizona",8749,114,1006,2952,4677
"7499","Phoenix","Single Family Residential",219000,3,2,1707,8869,1970,128,"Arizona",8749,114,1006,2952,4677
"7500","Phoenix","Mobile/Manufactured Home",100000,2,2,938,4869,2000,107,"Arizona",8749,114,1006,2952,4677
"7501","Phoenix","Single Family Residential",172000,3,2,1254,5937,1997,137,"Arizona",8749,114,1006,2952,4677
"7503","Phoenix","Single Family Residential",259900,4,2,1544,11395,1979,168,"Arizona",8749,114,1006,2952,4677
"7504","Phoenix","Single Family Residential",285000,4,2,1772,10163,1974,161,"Arizona",8749,114,1006,2952,4677
"7505","Phoenix","Single Family Residential",254900,4,2,1906,7234,1966,134,"Arizona",8749,114,1006,2952,4677
"7506","Phoenix","Single Family Residential",270000,3,2.5,1596,4360,1994,169,"Arizona",8749,114,1006,2952,4677
"7507","Phoenix","Single Family Residential",295000,3,2,1550,5513,1998,190,"Arizona",8749,114,1006,2952,4677
"7508","Phoenix","Single Family Residential",200000,2,2,1135,5735,2003,176,"Arizona",8749,114,1006,2952,4677
"7509","Phoenix","Single Family Residential",215000,3,2,1721,7903,1978,125,"Arizona",8749,114,1006,2952,4677
"7510","Phoenix","Single Family Residential",270000,3,2,2350,8507,1964,115,"Arizona",8749,114,1006,2952,4677
"7511","Phoenix","Single Family Residential",192000,3,2,1054,5200,1986,182,"Arizona",8749,114,1006,2952,4677
"7512","Phoenix","Single Family Residential",160000,3,2,1878,15529,1955,85,"Arizona",8749,114,1006,2952,4677
"7513","Phoenix","Townhouse",220000,3,2,1152,2330,1974,191,"Arizona",8749,114,1006,2952,4677
"7514","Phoenix","Single Family Residential",275000,3,2,1514,6265,1979,182,"Arizona",8749,114,1006,2952,4677
"7516","Phoenix","Townhouse",180100,3,2,1369,1001,1975,132,"Arizona",8749,114,1006,2952,4677
"7517","Phoenix","Single Family Residential",220000,3,1.75,1681,7132,1969,131,"Arizona",8749,114,1006,2952,4677
"7518","Phoenix","Single Family Residential",280000,4,3,2180,5162,1999,128,"Arizona",8749,114,1006,2952,4677
"7519","Phoenix","Single Family Residential",350000,3,2,1814,9886,1981,193,"Arizona",8749,114,1006,2952,4677
"7520","Phoenix","Single Family Residential",275000,3,2,1883,5700,1997,146,"Arizona",8749,114,1006,2952,4677
"7521","Phoenix","Single Family Residential",215000,3,2,1809,9392,1966,119,"Arizona",8749,114,1006,2952,4677
"7522","Phoenix","Condo/Co-op",130000,2,1.5,930,90,1979,140,"Arizona",8749,114,1006,2952,4677
"7524","Phoenix","Single Family Residential",379000,4,2.5,2131,5965,1995,178,"Arizona",8749,114,1006,2952,4677
"7525","Phoenix","Single Family Residential",293500,4,2.5,1965,7177,2006,149,"Arizona",8749,114,1006,2952,4677
"7526","Phoenix","Townhouse",94000,1,1,796,76,1974,118,"Arizona",8749,114,1006,2952,4677
"7527","Phoenix","Single Family Residential",280000,3,2,1852,6874,2001,151,"Arizona",8749,114,1006,2952,4677
"7528","Phoenix","Single Family Residential",305000,3,2,1734,7758,1983,176,"Arizona",8749,114,1006,2952,4677
"7529","Phoenix","Single Family Residential",160000,4,2,1596,7436,1961,100,"Arizona",8749,114,1006,2952,4677
"7530","Phoenix","Single Family Residential",437000,5,3,3250,8425,1991,134,"Arizona",8749,114,1006,2952,4677
"7531","Phoenix","Condo/Co-op",421000,2,2,1884,1910,2007,223,"Arizona",8749,114,1006,2952,4677
"7532","Phoenix","Single Family Residential",402000,5,4.5,4306,10274,2002,93,"Arizona",8749,114,1006,2952,4677
"7534","Phoenix","Single Family Residential",562000,3,3,3093,12000,1990,182,"Arizona",8749,114,1006,2952,4677
"7535","Phoenix","Condo/Co-op",131000,1,1,684,739,1999,192,"Arizona",8749,114,1006,2952,4677
"7536","Phoenix","Single Family Residential",324900,3,2,1742,10109,1973,187,"Arizona",8749,114,1006,2952,4677
"7537","Phoenix","Single Family Residential",274000,3,2.5,1982,4683,2002,138,"Arizona",8749,114,1006,2952,4677
"7538","Phoenix","Single Family Residential",305000,3,2.5,1680,7623,1987,182,"Arizona",8749,114,1006,2952,4677
"7541","Phoenix","Townhouse",120000,2,2,896,914,1981,134,"Arizona",8749,114,1006,2952,4677
"7543","Phoenix","Single Family Residential",270000,3,2.5,2102,5689,2004,128,"Arizona",8749,114,1006,2952,4677
"7544","Phoenix","Single Family Residential",128000,3,2,1376,6020,1954,93,"Arizona",8749,114,1006,2952,4677
"7546","Phoenix","Single Family Residential",1275000,4,3,3216,24032,1959,396,"Arizona",8749,114,1006,2952,4677
"7547","Phoenix","Single Family Residential",227000,4,2,1916,6682,2017,118,"Arizona",8749,114,1006,2952,4677
"7548","Phoenix","Mobile/Manufactured Home",225000,3,3,2017,45929,2007,112,"Arizona",8749,114,1006,2952,4677
"7550","Phoenix","Single Family Residential",307900,3,2.5,1953,6146,1990,158,"Arizona",8749,114,1006,2952,4677
"7551","Phoenix","Single Family Residential",120000,3,2,1092,6024,1974,110,"Arizona",8749,114,1006,2952,4677
"7552","Phoenix","Single Family Residential",379000,4,3,2793,10440,2006,136,"Arizona",8749,114,1006,2952,4677
"7555","Phoenix","Single Family Residential",185000,3,2,1451,6016,1971,127,"Arizona",8749,114,1006,2952,4677
"7557","Phoenix","Single Family Residential",225000,5,3,2459,6270,2004,92,"Arizona",8749,114,1006,2952,4677
"7558","Phoenix","Single Family Residential",188000,3,1.75,1280,8490,1968,147,"Arizona",8749,114,1006,2952,4677
"7559","Phoenix","Townhouse",204500,3,2.5,1439,1499,2005,142,"Arizona",8749,114,1006,2952,4677
"7560","Phoenix","Single Family Residential",270000,3,2,1564,4630,1996,173,"Arizona",8749,114,1006,2952,4677
"7561","Phoenix","Single Family Residential",185000,4,2,1588,5650,1986,116,"Arizona",8749,114,1006,2952,4677
"7562","Phoenix","Single Family Residential",165500,3,2,1080,6983,1971,153,"Arizona",8749,114,1006,2952,4677
"7564","Phoenix","Single Family Residential",179000,4,2,1738,6486,1959,103,"Arizona",8749,114,1006,2952,4677
"7565","Phoenix","Single Family Residential",590000,4,4.5,3772,16252,2001,156,"Arizona",8749,114,1006,2952,4677
"7566","Phoenix","Single Family Residential",197000,3,2,1918,7100,1954,103,"Arizona",8749,114,1006,2952,4677
"7567","Phoenix","Townhouse",262300,3,2.5,1763,1173,1984,149,"Arizona",8749,114,1006,2952,4677
"7568","Phoenix","Single Family Residential",199900,3,2.5,1500,6612,1984,133,"Arizona",8749,114,1006,2952,4677
"7569","Phoenix","Condo/Co-op",85000,1,1,693,642,1973,123,"Arizona",8749,114,1006,2952,4677
"7570","Phoenix","Single Family Residential",1015000,4,3.5,4447,15362,2001,228,"Arizona",8749,114,1006,2952,4677
"7571","Phoenix","Condo/Co-op",119050,2,1.5,1015,759,1985,117,"Arizona",8749,114,1006,2952,4677
"7572","Phoenix","Condo/Co-op",129000,2,2,858,858,1999,150,"Arizona",8749,114,1006,2952,4677
"7573","Phoenix","Single Family Residential",185500,3,2,1685,7700,2004,110,"Arizona",8749,114,1006,2952,4677
"7575","Phoenix","Single Family Residential",168000,3,1.75,1312,6856,1960,128,"Arizona",8749,114,1006,2952,4677
"7576","Phoenix","Townhouse",65000,2,1.75,936,1071,1983,69,"Arizona",8749,114,1006,2952,4677
"7577","Phoenix","Single Family Residential",180000,3,2,1280,6178,1970,141,"Arizona",8749,114,1006,2952,4677
"7578","Phoenix","Single Family Residential",450000,5,3,3368,8500,1988,134,"Arizona",8749,114,1006,2952,4677
"7579","Phoenix","Single Family Residential",239900,4,3,1653,7729,1970,145,"Arizona",8749,114,1006,2952,4677
"7580","Phoenix","Single Family Residential",160000,2,1,988,5707,1954,162,"Arizona",8749,114,1006,2952,4677
"7583","Phoenix","Condo/Co-op",320000,2,2.5,1412,1580,2007,227,"Arizona",8749,114,1006,2952,4677
"7585","Phoenix","Single Family Residential",387000,2,1,1082,7662,1948,358,"Arizona",8749,114,1006,2952,4677
"7586","Phoenix","Single Family Residential",175000,3,2,1064,9606,1972,164,"Arizona",8749,114,1006,2952,4677
"7587","Phoenix","Single Family Residential",283000,4,2.5,2464,6270,1999,115,"Arizona",8749,114,1006,2952,4677
"7588","Phoenix","Single Family Residential",238000,4,2,1962,6590,2000,121,"Arizona",8749,114,1006,2952,4677
"7589","Phoenix","Condo/Co-op",260000,2,2,1435,2309,2007,181,"Arizona",8749,114,1006,2952,4677
"7590","Phoenix","Single Family Residential",375000,4,2.5,2207,9614,1995,170,"Arizona",8749,114,1006,2952,4677
"7592","Phoenix","Single Family Residential",302400,3,2,2156,12320,1961,140,"Arizona",8749,114,1006,2952,4677
"7594","Phoenix","Single Family Residential",330000,4,3,2860,6795,2002,115,"Arizona",8749,114,1006,2952,4677
"7596","Phoenix","Condo/Co-op",203500,2,2.5,1153,1562,2012,176,"Arizona",8749,114,1006,2952,4677
"7599","Phoenix","Townhouse",132500,2,2,1318,3811,1972,101,"Arizona",8749,114,1006,2952,4677
"7600","Phoenix","Single Family Residential",163000,3,1.75,1620,6608,1960,101,"Arizona",8749,114,1006,2952,4677
"7601","Phoenix","Single Family Residential",395000,4,3,2400,7301,2017,165,"Arizona",8749,114,1006,2952,4677
"7603","Phoenix","Single Family Residential",121200,3,2,1184,8256,1973,102,"Arizona",8749,114,1006,2952,4677
"7605","Phoenix","Single Family Residential",390000,3,2,2357,10125,1983,165,"Arizona",8749,114,1006,2952,4677
"7606","Phoenix","Single Family Residential",472000,4,3,3009,8400,2007,157,"Arizona",8749,114,1006,2952,4677
"7607","Phoenix","Single Family Residential",292500,3,2,2060,12623,1975,142,"Arizona",8749,114,1006,2952,4677
"7608","Phoenix","Single Family Residential",320000,3,2,2129,6599,2002,150,"Arizona",8749,114,1006,2952,4677
"7609","Phoenix","Single Family Residential",236000,3,2,1451,5318,1996,163,"Arizona",8749,114,1006,2952,4677
"7610","Phoenix","Single Family Residential",695000,5,4,3943,5484,2017,176,"Arizona",8749,114,1006,2952,4677
"7611","Phoenix","Single Family Residential",203000,4,2,1712,6050,2017,119,"Arizona",8749,114,1006,2952,4677
"7613","Phoenix","Single Family Residential",346000,3,2,1840,11291,1966,188,"Arizona",8749,114,1006,2952,4677
"7614","Phoenix","Townhouse",156000,3,2,1265,1324,1995,123,"Arizona",8749,114,1006,2952,4677
"7615","Phoenix","Single Family Residential",289000,4,3,2250,6595,1955,128,"Arizona",8749,114,1006,2952,4677
"7616","Phoenix","Townhouse",80000,3,1,1008,889,1973,79,"Arizona",8749,114,1006,2952,4677
"7617","Phoenix","Single Family Residential",152005,3,1,1215,7600,1948,125,"Arizona",8749,114,1006,2952,4677
"7618","Phoenix","Single Family Residential",203500,4,2,1186,6087,1957,172,"Arizona",8749,114,1006,2952,4677
"7619","Phoenix","Single Family Residential",385000,4,2,1917,9409,1958,201,"Arizona",8749,114,1006,2952,4677
"7620","Phoenix","Single Family Residential",170000,3,1,1116,6326,1963,152,"Arizona",8749,114,1006,2952,4677
"7621","Phoenix","Single Family Residential",164500,3,2,1714,1713,1950,96,"Arizona",8749,114,1006,2952,4677
"7623","Phoenix","Single Family Residential",430000,3,2,1686,7614,1947,255,"Arizona",8749,114,1006,2952,4677
"7624","Phoenix","Single Family Residential",179000,3,2,1381,6055,2001,130,"Arizona",8749,114,1006,2952,4677
"7627","Phoenix","Single Family Residential",550000,4,3,2683,17564,1971,205,"Arizona",8749,114,1006,2952,4677
"7630","Phoenix","Single Family Residential",304000,3,2,1322,4630,1997,230,"Arizona",8749,114,1006,2952,4677
"7631","Phoenix","Single Family Residential",175000,3,2,1806,10398,1970,97,"Arizona",8749,114,1006,2952,4677
"7632","Phoenix","Townhouse",479500,3,2.5,1992,1262,2006,241,"Arizona",8749,114,1006,2952,4677
"7633","Phoenix","Single Family Residential",825000,5,4.5,4929,53585,2007,167,"Arizona",8749,114,1006,2952,4677
"7635","Phoenix","Townhouse",175000,2,2,952,993,1971,184,"Arizona",8749,114,1006,2952,4677
"7636","Phoenix","Condo/Co-op",149900,2,2.5,1330,707,1987,113,"Arizona",8749,114,1006,2952,4677
"7637","Phoenix","Single Family Residential",337000,4,3,2014,7118,1990,167,"Arizona",8749,114,1006,2952,4677
"7638","Phoenix","Single Family Residential",194000,3,1.75,1140,8155,1979,170,"Arizona",8749,114,1006,2952,4677
"7639","Phoenix","Single Family Residential",280000,3,2,1523,5790,1996,184,"Arizona",8749,114,1006,2952,4677
"7641","Phoenix","Condo/Co-op",111000,2,2,850,83,1984,131,"Arizona",8749,114,1006,2952,4677
"7642","Phoenix","Single Family Residential",795000,3,3,2003,15531,2003,397,"Arizona",8749,114,1006,2952,4677
"7643","Phoenix","Single Family Residential",240000,3,2,1425,7318,1945,168,"Arizona",8749,114,1006,2952,4677
"7644","Phoenix","Single Family Residential",310000,3,2,2240,14876,1975,138,"Arizona",8749,114,1006,2952,4677
"7646","Phoenix","Single Family Residential",304554,3,2,1507,5500,2017,202,"Arizona",8749,114,1006,2952,4677
"7648","Phoenix","Condo/Co-op",145000,2,2,989,1061,1996,147,"Arizona",8749,114,1006,2952,4677
"7649","Phoenix","Single Family Residential",227000,3,1.75,1410,7010,1945,161,"Arizona",8749,114,1006,2952,4677
"7654","Phoenix","Single Family Residential",230000,3,2,1351,4787,2016,170,"Arizona",8749,114,1006,2952,4677
"7655","Phoenix","Single Family Residential",226000,3,2,1370,3780,1999,165,"Arizona",8749,114,1006,2952,4677
"7656","Phoenix","Single Family Residential",357500,4,2.5,2663,10148,2006,134,"Arizona",8749,114,1006,2952,4677
"7657","Phoenix","Single Family Residential",170000,3,2,1254,6843,1970,136,"Arizona",8749,114,1006,2952,4677
"7660","Phoenix","Single Family Residential",266000,3,2,1190,6717,1956,224,"Arizona",8749,114,1006,2952,4677
"7661","Phoenix","Single Family Residential",299235,4,2,1628,5052,2016,184,"Arizona",8749,114,1006,2952,4677
"7662","Phoenix","Single Family Residential",249995,3,2,1554,7267,1961,161,"Arizona",8749,114,1006,2952,4677
"7663","Phoenix","Single Family Residential",177000,3,2,1571,5500,1999,113,"Arizona",8749,114,1006,2952,4677
"7664","Phoenix","Single Family Residential",278500,4,3,2103,6700,1999,132,"Arizona",8749,114,1006,2952,4677
"7666","Phoenix","Single Family Residential",300000,3,1.5,1464,7688,1953,205,"Arizona",8749,114,1006,2952,4677
"7667","Phoenix","Single Family Residential",456000,3,3,2169,43562,1994,210,"Arizona",8749,114,1006,2952,4677
"7668","Phoenix","Single Family Residential",830575,4,3.5,3061,9467,2017,271,"Arizona",8749,114,1006,2952,4677
"7670","Phoenix","Single Family Residential",333500,5,3,2815,7800,1991,118,"Arizona",8749,114,1006,2952,4677
"7672","Phoenix","Single Family Residential",400000,3,1.75,2297,15524,1975,174,"Arizona",8749,114,1006,2952,4677
"7673","Phoenix","Townhouse",159900,2,1.5,1012,995,1980,158,"Arizona",8749,114,1006,2952,4677
"7674","Phoenix","Single Family Residential",485000,3,2.5,2869,14837,1997,169,"Arizona",8749,114,1006,2952,4677
"7675","Phoenix","Single Family Residential",550000,5,4.5,4623,12463,2004,119,"Arizona",8749,114,1006,2952,4677
"7679","Phoenix","Single Family Residential",490000,5,2.5,3183,10084,1993,154,"Arizona",8749,114,1006,2952,4677
"7680","Phoenix","Single Family Residential",153000,3,1,1596,8103,1972,96,"Arizona",8749,114,1006,2952,4677
"7682","Phoenix","Condo/Co-op",264900,2,2,1063,1019,2013,249,"Arizona",8749,114,1006,2952,4677
"7683","Phoenix","Single Family Residential",260000,3,2,1331,5332,1999,195,"Arizona",8749,114,1006,2952,4677
"7684","Phoenix","Single Family Residential",206000,2,2,1024,3375,1999,201,"Arizona",8749,114,1006,2952,4677
"7685","Phoenix","Condo/Co-op",225000,2,2.5,1280,749,1979,176,"Arizona",8749,114,1006,2952,4677
"7686","Phoenix","Townhouse",185000,2,2,954,3013,2005,194,"Arizona",8749,114,1006,2952,4677
"7687","Phoenix","Single Family Residential",201000,4,1.75,1490,5790,1974,135,"Arizona",8749,114,1006,2952,4677
"7689","Phoenix","Single Family Residential",217000,3,1.75,1370,8799,1983,158,"Arizona",8749,114,1006,2952,4677
"7690","Phoenix","Single Family Residential",293000,3,2.5,1827,4994,1999,160,"Arizona",8749,114,1006,2952,4677
"7691","Phoenix","Single Family Residential",355000,4,2.5,2134,7324,1999,166,"Arizona",8749,114,1006,2952,4677
"7692","Phoenix","Single Family Residential",125000,3,1,1114,5981,1974,112,"Arizona",8749,114,1006,2952,4677
"7695","Phoenix","Condo/Co-op",38000,2,1,872,132515,1963,44,"Arizona",8749,114,1006,2952,4677
"7696","Phoenix","Townhouse",220000,3,2.5,1821,2043,2001,121,"Arizona",8749,114,1006,2952,4677
"7697","Phoenix","Single Family Residential",225000,3,2,1836,12596,1982,123,"Arizona",8749,114,1006,2952,4677
"7698","Phoenix","Single Family Residential",255000,3,2,1635,9781,1992,156,"Arizona",8749,114,1006,2952,4677
"7699","Phoenix","Condo/Co-op",209900,2,1,910,907,1964,231,"Arizona",8749,114,1006,2952,4677
"7701","Phoenix","Single Family Residential",159400,3,2,1413,6590,1965,113,"Arizona",8749,114,1006,2952,4677
"7702","Phoenix","Single Family Residential",230000,3,2,1632,5200,1996,141,"Arizona",8749,114,1006,2952,4677
"7703","Phoenix","Single Family Residential",305000,3,2,1734,5470,2014,176,"Arizona",8749,114,1006,2952,4677
"7704","Phoenix","Single Family Residential",320000,3,2,2052,10435,1972,156,"Arizona",8749,114,1006,2952,4677
"7705","Phoenix","Single Family Residential",485000,3,2,2085,36700,1994,233,"Arizona",8749,114,1006,2952,4677
"7706","Phoenix","Single Family Residential",232250,3,2,1650,6828,1983,141,"Arizona",8749,114,1006,2952,4677
"7708","Phoenix","Single Family Residential",429000,4,2.5,3526,6720,2008,122,"Arizona",8749,114,1006,2952,4677
"7709","Phoenix","Single Family Residential",255000,3,2,1736,5708,1994,147,"Arizona",8749,114,1006,2952,4677
"7710","Phoenix","Condo/Co-op",232000,3,2.5,1720,1254,2008,135,"Arizona",8749,114,1006,2952,4677
"7712","Phoenix","Single Family Residential",245000,3,2,1627,5239,1995,151,"Arizona",8749,114,1006,2952,4677
"7713","Phoenix","Condo/Co-op",84500,2,1.75,952,957,1984,89,"Arizona",8749,114,1006,2952,4677
"7714","Phoenix","Condo/Co-op",410000,2,2,1697,1684,2007,242,"Arizona",8749,114,1006,2952,4677
"7717","Phoenix","Single Family Residential",160000,3,2,1588,6610,1970,101,"Arizona",8749,114,1006,2952,4677
"7718","Phoenix","Single Family Residential",171500,3,2,1232,6011,1959,139,"Arizona",8749,114,1006,2952,4677
"7720","Phoenix","Townhouse",165000,2,2,1234,1166,1979,134,"Arizona",8749,114,1006,2952,4677
"7721","Phoenix","Single Family Residential",265000,4,2,2210,7109,1955,120,"Arizona",8749,114,1006,2952,4677
"7722","Phoenix","Single Family Residential",209600,4,2,1956,9187,1960,107,"Arizona",8749,114,1006,2952,4677
"7723","Phoenix","Single Family Residential",254000,4,2.5,1728,1683,2013,147,"Arizona",8749,114,1006,2952,4677
"7725","Phoenix","Single Family Residential",228000,3,1.75,1310,7067,1983,174,"Arizona",8749,114,1006,2952,4677
